"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_"	"METHY_READ_START"	"METHY_READ_END"
"RELB"	"0.0108175088993085"	"19"	"45002285"	"45002286"	"0.0236796798794612"	"19"	"45002285"	"45002286"	"0.00898689803442346"	"19"	"45002285"	"45002286"	"0.0112132197394417"	"19"	"45002285"	"45002286"	"0.0130157778348643"	"19"	"45002285"	"45002286"	"0.00942012709516446"	"19"	"45002285"	"45002286"	"0.0105614520303371"	"19"	"45002285"	"45002286"	"0.0228981564069368"	"19"	"45002285"	"45002286"	"0.0115928905663643"	"19"	"45002285"	"45002286"	"0.0189646907811673"	"19"	"45002285"	"45002286"	"0.0117664932047871"	"19"	"45002285"	"45002286"	"0.0129193132148773"	"19"	"45002285"	"45002286"
"SOX1"	"0.574378164559688"	"13"	"112067472"	"112067473"	"0.0864140675287044"	"13"	"112067472"	"112067473"	"0.742917046998998"	"13"	"112067472"	"112067473"	"0.386651674532338"	"13"	"112067472"	"112067473"	"0.668374197850369"	"13"	"112067472"	"112067473"	"0.110976516470238"	"13"	"112067472"	"112067473"	"0.538562849672954"	"13"	"112067472"	"112067473"	"0.675742952339941"	"13"	"112067472"	"112067473"	"0.557434882868651"	"13"	"112067472"	"112067473"	"0.169867170124136"	"13"	"112067472"	"112067473"	"0.184277530885196"	"13"	"112067472"	"112067473"	"0.766477101619779"	"13"	"112067472"	"112067473"
"SOX2"	"0.0182552434501937"	"3"	"181711672"	"181711673"	"0.0157693611419666"	"3"	"181711672"	"181711673"	"0.00464444876627639"	"3"	"181711672"	"181711673"	"0.0270076406018145"	"3"	"181711672"	"181711673"	"0.0179874529697066"	"3"	"181711672"	"181711673"	"0.402419139363423"	"3"	"181711672"	"181711673"	"0.0222463337424269"	"3"	"181711672"	"181711673"	"0.013508614507444"	"3"	"181711672"	"181711673"	"0.0257304484648988"	"3"	"181711672"	"181711673"	"0.017530451267974"	"3"	"181711672"	"181711673"	"0.0121892123317783"	"3"	"181711672"	"181711673"	"0.0139644520845322"	"3"	"181711672"	"181711673"
"SOX4"	"0.0473104809294031"	"6"	"21593807"	"21593808"	"0.0762006740781333"	"6"	"21593807"	"21593808"	"0.0334928779009847"	"6"	"21593807"	"21593808"	"0.0741122429662468"	"6"	"21593807"	"21593808"	"0.0830309441441158"	"6"	"21593807"	"21593808"	"0.0360621414786348"	"6"	"21593807"	"21593808"	"0.0405563093678205"	"6"	"21593807"	"21593808"	"0.0274783470693799"	"6"	"21593807"	"21593808"	"0.0714199616956755"	"6"	"21593807"	"21593808"	"0.0772521582794362"	"6"	"21593807"	"21593808"	"0.0484685003400763"	"6"	"21593807"	"21593808"	"0.0569648094477523"	"6"	"21593807"	"21593808"
"T"	"0.551528950099526"	"6"	"166168709"	"166168710"	"0.0304651651047858"	"6"	"166168709"	"166168710"	"0.237389260390284"	"6"	"166168709"	"166168710"	"0.0713927683101576"	"6"	"166168709"	"166168710"	"0.617596714455269"	"6"	"166168709"	"166168710"	"0.667459724938924"	"6"	"166168709"	"166168710"	"0.380371635292927"	"6"	"166168709"	"166168710"	"0.454444732624252"	"6"	"166168709"	"166168710"	"0.598155714092723"	"6"	"166168709"	"166168710"	"0.240806911911704"	"6"	"166168709"	"166168710"	"0.047701879516928"	"6"	"166168709"	"166168710"	"0.825701398193535"	"6"	"166168709"	"166168710"
"GSC"	"0.0150928097903111"	"14"	"94770278"	"94770279"	"0.0221679931826176"	"14"	"94770278"	"94770279"	"0.00821301630124447"	"14"	"94770278"	"94770279"	"0.0174575007248048"	"14"	"94770278"	"94770279"	"0.0153622766073157"	"14"	"94770278"	"94770279"	"0.0189545679349572"	"14"	"94770278"	"94770279"	"0.0275415930594132"	"14"	"94770278"	"94770279"	"0.0178699005396638"	"14"	"94770278"	"94770279"	"0.0367552251667593"	"14"	"94770278"	"94770279"	"0.0196515138718062"	"14"	"94770278"	"94770279"	"0.0117434431699322"	"14"	"94770278"	"94770279"	"0.150860380067452"	"14"	"94770278"	"94770279"
"GATA4"	"0.446240346766038"	"8"	"11704858"	"11704859"	"0.0312453710841316"	"8"	"11704858"	"11704859"	"0.892060656509748"	"8"	"11704858"	"11704859"	"0.0584987071159287"	"8"	"11704858"	"11704859"	"0.76398593460226"	"8"	"11704858"	"11704859"	"0.106863360263466"	"8"	"11704858"	"11704859"	"0.379204646056247"	"8"	"11704858"	"11704859"	"0.460889067673533"	"8"	"11704858"	"11704859"	"0.0866786370700349"	"8"	"11704858"	"11704859"	"0.0519141387430814"	"8"	"11704858"	"11704859"	"0.125377826021118"	"8"	"11704858"	"11704859"	"0.390186055788742"	"8"	"11704858"	"11704859"
"LEFTY2"	"0.689790378949487"	"1"	"225941861"	"225941862"	"0.517923060093105"	"1"	"225941861"	"225941862"	"0.743446401563084"	"1"	"225941861"	"225941862"	"0.538809161535101"	"1"	"225941861"	"225941862"	"0.471078806304241"	"1"	"225941861"	"225941862"	"0.390864897765179"	"1"	"225941861"	"225941862"	"0.69003319588028"	"1"	"225941861"	"225941862"	"0.518189306365844"	"1"	"225941861"	"225941862"	"0.415918039009936"	"1"	"225941861"	"225941862"	"0.741357304480489"	"1"	"225941861"	"225941862"	"0.714954873852438"	"1"	"225941861"	"225941862"	"0.526643878822113"	"1"	"225941861"	"225941862"
"EMX2"	"0.287642065410891"	"10"	"117542656"	"117542657"	"0.06165331259632"	"10"	"117542656"	"117542657"	"0.0366388091736235"	"10"	"117542656"	"117542657"	"0.0302403705603464"	"10"	"117542656"	"117542657"	"0.0203918924956306"	"10"	"117542656"	"117542657"	"0.0231143250546203"	"10"	"117542656"	"117542657"	"0.052959088085559"	"10"	"117542656"	"117542657"	"0.0294218672275661"	"10"	"117542656"	"117542657"	"0.452638494193258"	"10"	"117542656"	"117542657"	"0.0310754597543361"	"10"	"117542656"	"117542657"	"0.0291416716197276"	"10"	"117542656"	"117542657"	"0.0189193145195579"	"10"	"117542656"	"117542657"
"DLL4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FLT1"	"0.654037123610976"	"13"	"28495919"	"28495920"	"0.154103212250164"	"13"	"28495919"	"28495920"	"0.265836087889303"	"13"	"28495919"	"28495920"	"0.177518782979796"	"13"	"28495919"	"28495920"	"0.136434337740318"	"13"	"28495919"	"28495920"	"0.0766076443957348"	"13"	"28495919"	"28495920"	"0.243268274361174"	"13"	"28495919"	"28495920"	"0.0923336787657952"	"13"	"28495919"	"28495920"	"0.591487567631487"	"13"	"28495919"	"28495920"	"0.731402359005309"	"13"	"28495919"	"28495920"	"0.0654204550110595"	"13"	"28495919"	"28495920"	"0.167171660937999"	"13"	"28495919"	"28495920"
"HES1"	"0.0186895535077729"	"3"	"194136103"	"194136104"	"0.0306108151776025"	"3"	"194136103"	"194136104"	"0.0134978970317726"	"3"	"194136103"	"194136104"	"0.0140288323375328"	"3"	"194136103"	"194136104"	"0.0273220646190664"	"3"	"194136103"	"194136104"	"0.0205836984173219"	"3"	"194136103"	"194136104"	"0.0196697823941047"	"3"	"194136103"	"194136104"	"0.0161585618403874"	"3"	"194136103"	"194136104"	"0.0212908887510377"	"3"	"194136103"	"194136104"	"0.0173363613534626"	"3"	"194136103"	"194136104"	"0.0178065030064982"	"3"	"194136103"	"194136104"	"0.019075249689628"	"3"	"194136103"	"194136104"
"IQGAP1"	"0.0112417341828617"	"15"	"90388758"	"90388759"	"0.0188931728069081"	"15"	"90388758"	"90388759"	"0.0071520495273891"	"15"	"90388758"	"90388759"	"0.0121377116632777"	"15"	"90388758"	"90388759"	"0.0100107820344105"	"15"	"90388758"	"90388759"	"0.0106072824301332"	"15"	"90388758"	"90388759"	"0.0134905054580718"	"15"	"90388758"	"90388759"	"0.0108762850395364"	"15"	"90388758"	"90388759"	"0.010831010766997"	"15"	"90388758"	"90388759"	"0.01142607474695"	"15"	"90388758"	"90388759"	"0.0112904392862573"	"15"	"90388758"	"90388759"	"0.00833385558027294"	"15"	"90388758"	"90388759"
"VEGFA"	"0.0225675712847917"	"6"	"43770269"	"43770270"	"0.0478512161616407"	"6"	"43770269"	"43770270"	"0.0160440646602347"	"6"	"43770269"	"43770270"	"0.0448811835751545"	"6"	"43770269"	"43770270"	"0.0445676412029739"	"6"	"43770269"	"43770270"	"0.0517934482495707"	"6"	"43770269"	"43770270"	"0.0206601223525574"	"6"	"43770269"	"43770270"	"0.0211941159827017"	"6"	"43770269"	"43770270"	"0.0481194721347454"	"6"	"43770269"	"43770270"	"0.0534472611204649"	"6"	"43770269"	"43770270"	"0.032427077173507"	"6"	"43770269"	"43770270"	"0.0209637399822458"	"6"	"43770269"	"43770270"
"WASL"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ADAM12"	"0.0209662111232533"	"10"	"126388367"	"126388368"	"0.0397894400805568"	"10"	"126388367"	"126388368"	"0.0178640032232559"	"10"	"126388367"	"126388368"	"0.194733106431261"	"10"	"126388367"	"126388368"	"0.82390941452253"	"10"	"126388367"	"126388368"	"0.154802030727688"	"10"	"126388367"	"126388368"	"0.186743858160539"	"10"	"126388367"	"126388368"	"0.159096411820966"	"10"	"126388367"	"126388368"	"0.661398083764262"	"10"	"126388367"	"126388368"	"0.0407772025302317"	"10"	"126388367"	"126388368"	"0.0285588878011096"	"10"	"126388367"	"126388368"	"0.76806676410757"	"10"	"126388367"	"126388368"
"FANK1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"COL2A1"	"0.188652878935418"	"12"	"48004089"	"48004090"	"0.0346600393034771"	"12"	"48004089"	"48004090"	"0.0596864754011839"	"12"	"48004089"	"48004090"	"0.0333654052319246"	"12"	"48004089"	"48004090"	"0.670099170748327"	"12"	"48004089"	"48004090"	"0.0848468014547842"	"12"	"48004089"	"48004090"	"0.022230459569904"	"12"	"48004089"	"48004090"	"0.0327543276298445"	"12"	"48004089"	"48004090"	"0.358640217135289"	"12"	"48004089"	"48004090"	"0.0283413193287341"	"12"	"48004089"	"48004090"	"0.0194494544258043"	"12"	"48004089"	"48004090"	"0.606045832142103"	"12"	"48004089"	"48004090"
"CCT4"	"0.0111405086201195"	"2"	"61888441"	"61888442"	"0.024017429823567"	"2"	"61888441"	"61888442"	"0.0107048285203451"	"2"	"61888441"	"61888442"	"0.0154694247870153"	"2"	"61888441"	"61888442"	"0.0112543229840926"	"2"	"61888441"	"61888442"	"0.0122369485856295"	"2"	"61888441"	"61888442"	"0.016400471523104"	"2"	"61888441"	"61888442"	"0.0102712125405884"	"2"	"61888441"	"61888442"	"0.011586425703534"	"2"	"61888441"	"61888442"	"0.0122821083652249"	"2"	"61888441"	"61888442"	"0.0124548062481086"	"2"	"61888441"	"61888442"	"0.00939558848184584"	"2"	"61888441"	"61888442"
"CTHRC1"	"0.509788323606787"	"8"	"103372063"	"103372064"	"0.873041328170195"	"8"	"103372063"	"103372064"	"0.87738727620486"	"8"	"103372063"	"103372064"	"0.640862197000275"	"8"	"103372063"	"103372064"	"0.813155594190741"	"8"	"103372063"	"103372064"	"0.740408896964978"	"8"	"103372063"	"103372064"	"0.725401375087716"	"8"	"103372063"	"103372064"	"0.851564950383028"	"8"	"103372063"	"103372064"	"0.629084244301952"	"8"	"103372063"	"103372064"	"0.506904135773033"	"8"	"103372063"	"103372064"	"0.86290231323753"	"8"	"103372063"	"103372064"	"0.758039813089942"	"8"	"103372063"	"103372064"
"HMMR"	"0.015733930908517"	"5"	"163460274"	"163460275"	"0.015885917569715"	"5"	"163460274"	"163460275"	"0.00548504399945749"	"5"	"163460274"	"163460275"	"0.014610346759267"	"5"	"163460274"	"163460275"	"0.0133173221787136"	"5"	"163460274"	"163460275"	"0.0119885787881532"	"5"	"163460274"	"163460275"	"0.0146281251590153"	"5"	"163460274"	"163460275"	"0.0134965574425896"	"5"	"163460274"	"163460275"	"0.0190728310298593"	"5"	"163460274"	"163460275"	"0.0116767360529351"	"5"	"163460274"	"163460275"	"0.0140947641726314"	"5"	"163460274"	"163460275"	"0.0160788773143522"	"5"	"163460274"	"163460275"
"PTBP3"	"0.0207921002766011"	"9"	"112334201"	"112334202"	"0.030001876224222"	"9"	"112334201"	"112334202"	"0.0123714152434122"	"9"	"112334201"	"112334202"	"0.0281877908161852"	"9"	"112334201"	"112334202"	"0.0200311793279221"	"9"	"112334201"	"112334202"	"0.0199379914982041"	"9"	"112334201"	"112334202"	"0.0248412432348466"	"9"	"112334201"	"112334202"	"0.0162908959664196"	"9"	"112334201"	"112334202"	"0.0271484337362099"	"9"	"112334201"	"112334202"	"0.02385591480484"	"9"	"112334201"	"112334202"	"0.0141460504966798"	"9"	"112334201"	"112334202"	"0.0168885316947285"	"9"	"112334201"	"112334202"
"HOXA10"	"0.788717709169214"	"7"	"27181685"	"27181686"	"0.871089216934547"	"7"	"27181685"	"27181686"	"0.890102550494322"	"7"	"27181685"	"27181686"	"0.452234634451074"	"7"	"27181685"	"27181686"	"0.708404069741461"	"7"	"27181685"	"27181686"	"0.463614190217326"	"7"	"27181685"	"27181686"	"0.727436208004356"	"7"	"27181685"	"27181686"	"0.252159758721725"	"7"	"27181685"	"27181686"	"0.522089432913993"	"7"	"27181685"	"27181686"	"0.823430667000856"	"7"	"27181685"	"27181686"	"0.827441611595778"	"7"	"27181685"	"27181686"	"0.782276740181719"	"7"	"27181685"	"27181686"
"HOXA11"	"0.674168010896824"	"7"	"27185603"	"27185604"	"0.907426464201412"	"7"	"27185603"	"27185604"	"0.607297863439356"	"7"	"27185603"	"27185604"	"0.0189998876960433"	"7"	"27185603"	"27185604"	"0.395799570873316"	"7"	"27185603"	"27185604"	"0.0834912337102612"	"7"	"27185603"	"27185604"	"0.491175934492981"	"7"	"27185603"	"27185604"	"0.209903181983505"	"7"	"27185603"	"27185604"	"0.174157767643005"	"7"	"27185603"	"27185604"	"0.746338602967227"	"7"	"27185603"	"27185604"	"0.0213673368302759"	"7"	"27185603"	"27185604"	"0.0197588609690158"	"7"	"27185603"	"27185604"
"HOXA13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HOXA7"	"0.622778750712546"	"7"	"27156534"	"27156535"	"0.0311709781153251"	"7"	"27156534"	"27156535"	"0.635204313704364"	"7"	"27156534"	"27156535"	"0.122567346886902"	"7"	"27156534"	"27156535"	"0.0448836621934506"	"7"	"27156534"	"27156535"	"0.0259255730144406"	"7"	"27156534"	"27156535"	"0.588559929372405"	"7"	"27156534"	"27156535"	"0.023720834757102"	"7"	"27156534"	"27156535"	"0.497975981103688"	"7"	"27156534"	"27156535"	"0.0254359966023374"	"7"	"27156534"	"27156535"	"0.0379403396641019"	"7"	"27156534"	"27156535"	"0.0248112139266594"	"7"	"27156534"	"27156535"
"HOXA9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ZNFX1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"COL4A1"	"0.127496284180517"	"13"	"110306071"	"110306072"	"0.291830646751023"	"13"	"110306071"	"110306072"	"0.153089740682752"	"13"	"110306071"	"110306072"	"0.260418845841624"	"13"	"110306071"	"110306072"	"0.337034356064933"	"13"	"110306071"	"110306072"	"0.163044446862443"	"13"	"110306071"	"110306072"	"0.165767404536242"	"13"	"110306071"	"110306072"	"0.148811117959564"	"13"	"110306071"	"110306072"	"0.147886404153858"	"13"	"110306071"	"110306072"	"0.167136223726235"	"13"	"110306071"	"110306072"	"0.1765308971211"	"13"	"110306071"	"110306072"	"0.28690660998969"	"13"	"110306071"	"110306072"
"FN1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SERPINE1"	"0.0850859971063965"	"7"	"101127133"	"101127134"	"0.0251536649289298"	"7"	"101127133"	"101127134"	"0.0187193237205858"	"7"	"101127133"	"101127134"	"0.0147478611281539"	"7"	"101127133"	"101127134"	"0.0367307656707946"	"7"	"101127133"	"101127134"	"0.0200552893973894"	"7"	"101127133"	"101127134"	"0.0204238492915705"	"7"	"101127133"	"101127134"	"0.032361064391186"	"7"	"101127133"	"101127134"	"0.0177162366821944"	"7"	"101127133"	"101127134"	"0.0567964193813772"	"7"	"101127133"	"101127134"	"0.0113494101649292"	"7"	"101127133"	"101127134"	"0.0907818381761848"	"7"	"101127133"	"101127134"
"TGFB1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ACTR2"	"0.0108217885618905"	"2"	"65227395"	"65227396"	"0.0231454741227787"	"2"	"65227395"	"65227396"	"0.0097105405631724"	"2"	"65227395"	"65227396"	"0.0118998741400818"	"2"	"65227395"	"65227396"	"0.012331394293293"	"2"	"65227395"	"65227396"	"0.0107779539660875"	"2"	"65227395"	"65227396"	"0.0129781053672893"	"2"	"65227395"	"65227396"	"0.00937188610955826"	"2"	"65227395"	"65227396"	"0.0105891448636447"	"2"	"65227395"	"65227396"	"0.0132135097687149"	"2"	"65227395"	"65227396"	"0.0120048089714167"	"2"	"65227395"	"65227396"	"0.00954283209865191"	"2"	"65227395"	"65227396"
"ANKFY1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CXCR4"	"0.0109240431380165"	"2"	"136118067"	"136118068"	"0.0184403012221399"	"2"	"136118067"	"136118068"	"0.00910014965760926"	"2"	"136118067"	"136118068"	"0.00999767918903487"	"2"	"136118067"	"136118068"	"0.00918504144947135"	"2"	"136118067"	"136118068"	"0.0115714169988214"	"2"	"136118067"	"136118068"	"0.0129137749804836"	"2"	"136118067"	"136118068"	"0.00985879202014607"	"2"	"136118067"	"136118068"	"0.0119648422564365"	"2"	"136118067"	"136118068"	"0.0112145080351702"	"2"	"136118067"	"136118068"	"0.0107138889830545"	"2"	"136118067"	"136118068"	"0.0115926119691685"	"2"	"136118067"	"136118068"
"EPPK1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HERC1"	"0.0518769593743193"	"15"	"63833244"	"63833245"	"0.043402747290755"	"15"	"63833244"	"63833245"	"0.0567285534641197"	"15"	"63833244"	"63833245"	"0.0686796669117284"	"15"	"63833244"	"63833245"	"0.0653576605002978"	"15"	"63833244"	"63833245"	"0.0583066986361808"	"15"	"63833244"	"63833245"	"0.0614069897290563"	"15"	"63833244"	"63833245"	"0.0636024484640222"	"15"	"63833244"	"63833245"	"0.0648172898601371"	"15"	"63833244"	"63833245"	"0.0758385060533486"	"15"	"63833244"	"63833245"	"0.0533703340085617"	"15"	"63833244"	"63833245"	"0.0814899238710411"	"15"	"63833244"	"63833245"
"MAPK9"	"0.869247575604269"	"5"	"180280665"	"180280666"	"0.707578289832777"	"5"	"180280665"	"180280666"	"0.925117635476123"	"5"	"180280665"	"180280666"	"0.930662556922433"	"5"	"180280665"	"180280666"	"0.889705997460526"	"5"	"180280665"	"180280666"	"0.926281616665334"	"5"	"180280665"	"180280666"	"0.849665832730367"	"5"	"180280665"	"180280666"	"0.913101822663205"	"5"	"180280665"	"180280666"	"0.868417722189942"	"5"	"180280665"	"180280666"	"0.961172581779021"	"5"	"180280665"	"180280666"	"0.924702110138086"	"5"	"180280665"	"180280666"	"0.909690593525675"	"5"	"180280665"	"180280666"
"PDPK1"	"0.0205411592448843"	"16"	"2537545"	"2537546"	"0.0204549566493913"	"16"	"2537545"	"2537546"	"0.0115022211179251"	"16"	"2537545"	"2537546"	"0.0359157174865389"	"16"	"2537545"	"2537546"	"0.0178887688074905"	"16"	"2537545"	"2537546"	"0.0169387791446131"	"16"	"2537545"	"2537546"	"0.0177742923253382"	"16"	"2537545"	"2537546"	"0.0181508521244098"	"16"	"2537545"	"2537546"	"0.0187720342446356"	"16"	"2537545"	"2537546"	"0.0197527956355869"	"16"	"2537545"	"2537546"	"0.0138336707563036"	"16"	"2537545"	"2537546"	"0.0171433511615121"	"16"	"2537545"	"2537546"
"PRKAA1"	"0.00660942463279331"	"5"	"40798094"	"40798095"	"0.0128004053408433"	"5"	"40798094"	"40798095"	"0.0053614516979516"	"5"	"40798094"	"40798095"	"0.00829573043831677"	"5"	"40798094"	"40798095"	"0.00743846006408246"	"5"	"40798094"	"40798095"	"0.00635625325405425"	"5"	"40798094"	"40798095"	"0.0080134084105706"	"5"	"40798094"	"40798095"	"0.00682280723215933"	"5"	"40798094"	"40798095"	"0.0237347873812453"	"5"	"40798094"	"40798095"	"0.00673118629358354"	"5"	"40798094"	"40798095"	"0.00906107567813557"	"5"	"40798094"	"40798095"	"0.0077734092532319"	"5"	"40798094"	"40798095"
"PSPC1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CDKN1A"	"0.0193857634645686"	"6"	"36678763"	"36678764"	"0.0293692404811286"	"6"	"36678763"	"36678764"	"0.0169555913111159"	"6"	"36678763"	"36678764"	"0.0124018115605682"	"6"	"36678763"	"36678764"	"0.0156944805915627"	"6"	"36678763"	"36678764"	"0.0211342594486347"	"6"	"36678763"	"36678764"	"0.0150124232828411"	"6"	"36678763"	"36678764"	"0.0160897813070001"	"6"	"36678763"	"36678764"	"0.018596838609049"	"6"	"36678763"	"36678764"	"0.0171519846551113"	"6"	"36678763"	"36678764"	"0.0137128970431722"	"6"	"36678763"	"36678764"	"0.0190585867320103"	"6"	"36678763"	"36678764"
"CDKN1C"	"0.423538575401878"	"11"	"2883721"	"2883722"	"0.527389870158143"	"11"	"2883721"	"2883722"	"0.854717681957255"	"11"	"2883721"	"2883722"	"0.555740479468978"	"11"	"2883721"	"2883722"	"0.158148826092611"	"11"	"2883721"	"2883722"	"0.843250760859097"	"11"	"2883721"	"2883722"	"0.374807059384385"	"11"	"2883721"	"2883722"	"0.293301959227427"	"11"	"2883721"	"2883722"	"0.35992115026665"	"11"	"2883721"	"2883722"	"0.3147480140567"	"11"	"2883721"	"2883722"	"0.781421035356984"	"11"	"2883721"	"2883722"	"0.397344443019051"	"11"	"2883721"	"2883722"
"CDKN2A"	"0.00883284083099156"	"9"	"21995313"	"21995314"	"0.0230631575933943"	"9"	"21995313"	"21995314"	"0.0125024029476859"	"9"	"21995313"	"21995314"	"0.0123191305870158"	"9"	"21995313"	"21995314"	"0.025906293192671"	"9"	"21995313"	"21995314"	"0.013595744624854"	"9"	"21995313"	"21995314"	"0.0126787070062711"	"9"	"21995313"	"21995314"	"0.00761434251581604"	"9"	"21995313"	"21995314"	"0.0124380970885988"	"9"	"21995313"	"21995314"	"0.0142945500188834"	"9"	"21995313"	"21995314"	"0.0146798975255755"	"9"	"21995313"	"21995314"	"0.00837889396559809"	"9"	"21995313"	"21995314"
"MAML1"	"0.0194546572634348"	"5"	"179732588"	"179732589"	"0.0295083494796336"	"5"	"179732588"	"179732589"	"0.00699887929333141"	"5"	"179732588"	"179732589"	"0.0178592040132714"	"5"	"179732588"	"179732589"	"0.0161840111280258"	"5"	"179732588"	"179732589"	"0.0148257817864255"	"5"	"179732588"	"179732589"	"0.0257795550745662"	"5"	"179732588"	"179732589"	"0.0167544312801343"	"5"	"179732588"	"179732589"	"0.0237479294170591"	"5"	"179732588"	"179732589"	"0.0205908970908085"	"5"	"179732588"	"179732589"	"0.0171047090474282"	"5"	"179732588"	"179732589"	"0.0155322773190617"	"5"	"179732588"	"179732589"
